task No.,task_name,start_time,end_time,execution_time,earliest_time,latest_time,resource_load
305,dwc_ext.usp_ww_gaming_tracker_pc_channel_hist,630,633,3,1,1437,0.032
306,dwc_ext.usp_ww_gaming_tracker_pc_fcst,428,431,3,4,1435,0.053
307,dwc_ext.usp_ww_gaming_tracker_pc_segment_hist,909,912,3,3,1439,0.034
308,dwc_ext.usp_ww_hc_peripherals_tracker_fcst,429,432,3,1,1435,0.052
309,dwc_ext.usp_ww_hc_peripherals_tracker_hist,909,912,3,2,1439,0.037
310,dwc_ext.usp_ww_ict_spending_guide_industry_cmpy_size_fcst,630,633,3,0,1437,0.04
311,dwc_ext.usp_ww_infa_tracker_ess_fcst,511,514,3,3,1436,0.054
312,dwc_ext.usp_ww_infa_tracker_ess_org_hist,511,514,3,1,1436,0.056
313,dwc_ext.usp_ww_infa_tracker_ess_product_category_hist,775,779,4,4,1439,0.044
314,dwc_ext.usp_ww_infa_tracker_server_fcst,909,912,3,2,1439,0.057
315,dwc_ext.usp_ww_infa_tracker_server_hist,352,357,5,2,1435,0.049
316,dwc_ext.usp_ww_infa_tracker_server_x86_channel_fcst,841,844,3,0,1438,0.055
317,dwc_ext.usp_ww_infa_tracker_server_x86_channel_hist,775,779,4,1,1439,0.047
318,dwc_ext.usp_ww_infa_tracker_server_x86_segment_fcst,842,845,3,4,1438,0.04
319,dwc_ext.usp_ww_infa_tracker_server_x86_segment_hist,511,515,4,1,1437,0.03
320,dwc_ext.usp_ww_infra_tracker_buyer_cloud_deploy_fcst,571,574,3,1,1436,0.031
321,dwc_ext.usp_ww_infra_tracker_buyer_cloud_deploy_hist,912,915,3,3,1439,0.051
322,dwc_ext.usp_ww_infra_tracker_client_device_channel_hist,631,634,3,0,1437,0.054
323,dwc_ext.usp_ww_infra_tracker_client_device_segment_hist,513,516,3,1,1436,0.057
324,dwc_ext.usp_ww_infra_tracker_converged_component_hist,514,517,3,4,1436,0.044
325,dwc_ext.usp_ww_infra_tracker_converged_fcst,841,844,3,4,1438,0.032
326,dwc_ext.usp_ww_infra_tracker_converged_hist,775,778,3,2,1438,0.047
327,dwc_ext.usp_ww_infra_tracker_ent_infra_hist,386,390,4,3,1435,0.046
328,dwc_ext.usp_ww_iot_spending_guide_fcst,775,778,3,1,1438,0.05
329,dwc_ext.usp_ww_odm_tracker_storage_hist,633,636,3,0,1437,0.037
330,dwc_ext.usp_ww_odm_tracker_svr_hist,430,433,3,4,1435,0.049
331,dwc_ext.usp_ww_pc_monitor_tracker_bundling_hist,514,517,3,0,1436,0.053
332,dwc_ext.usp_ww_pc_monitor_tracker_channel_hist,777,780,3,0,1438,0.045
333,dwc_ext.usp_ww_pc_monitor_tracker_fcst,514,517,3,3,1436,0.054
334,dwc_ext.usp_ww_pc_monitor_tracker_interface_hist,430,434,4,1,1436,0.055
335,dwc_ext.usp_ww_pc_monitor_tracker_prelim_hist,430,433,3,3,1435,0.044
336,dwc_ext.usp_ww_pc_monitor_tracker_segment_fcst,912,915,3,2,1439,0.042
337,dwc_ext.usp_ww_pc_monitor_tracker_segment_hist,515,518,3,2,1436,0.055
338,dwc_ext.usp_ww_pc_tracker_channel_fcst,778,782,4,2,1439,0.04
339,dwc_ext.usp_ww_pc_tracker_install_base_fcst,778,781,3,4,1438,0.054
340,dwc_ext.usp_ww_pc_tracker_os_fcst,912,915,3,0,1439,0.042
341,dwc_ext.usp_ww_pc_tracker_os_version_hist,633,637,4,0,1438,0.054
342,dwc_ext.usp_ww_pc_tracker_period_channel_fcst,431,434,3,0,1435,0.056
343,dwc_ext.usp_ww_pc_tracker_period_segment_fcst,432,435,3,3,1435,0.049
344,dwc_ext.usp_ww_pc_tracker_price_band_units_fcst,516,519,3,2,1436,0.035
345,dwc_ext.usp_ww_pc_tracker_price_band_value_fcst,433,436,3,3,1435,0.055
346,dwc_ext.usp_ww_pc_tracker_segbycha_fcst,517,520,3,4,1436,0.044
347,dwc_ext.usp_ww_pc_tracker_segment_fcst,517,520,3,3,1436,0.04
348,dwc_ext.usp_ww_pcd_tracker_channel_hist,387,391,4,4,1435,0.032
349,dwc_ext.usp_ww_pcd_tracker_os_channel_hist,912,915,3,3,1439,0.05
350,dwc_ext.usp_ww_pcd_tracker_os_segment_hist,633,636,3,3,1437,0.047
351,dwc_ext.usp_ww_pcd_tracker_prelim_hist,778,781,3,2,1438,0.035
352,dwc_ext.usp_ww_pcd_tracker_productdetail_channel_hist,634,637,3,0,1437,0.042
353,dwc_ext.usp_ww_pcd_tracker_productdetail_segment_hist,634,638,4,1,1438,0.036
354,dwc_ext.usp_ww_pcd_tracker_segbycha_hist,779,782,3,1,1438,0.043
355,dwc_ext.usp_ww_pcd_tracker_segment_hist,636,640,4,0,1438,0.059
356,dwc_ext.usp_ww_pcd_tracker_workstation_application_group_fcst,637,641,4,1,1438,0.044
357,dwc_ext.usp_ww_pcd_tracker_workstation_application_hist,433,436,3,1,1435,0.037
358,dwc_ext.usp_ww_pcd_tracker_workstation_channel_hist,387,391,4,0,1435,0.054
359,dwc_ext.usp_ww_pcd_tracker_workstation_countryaddon_fcst,517,520,3,0,1436,0.041
360,dwc_ext.usp_ww_pcd_tracker_workstation_fcst,779,782,3,2,1438,0.045
361,dwc_ext.usp_ww_pcd_tracker_workstation_model_hist,637,640,3,3,1437,0.045
362,dwc_ext.usp_ww_pcd_tracker_workstation_os_fcst,517,520,3,2,1436,0.046
363,dwc_ext.usp_ww_pcd_tracker_workstation_os_hist,780,783,3,3,1438,0.047
364,dwc_ext.usp_ww_pcd_tracker_workstation_segment_hist,912,915,3,4,1439,0.052
365,dwc_ext.usp_ww_phone_tracker_channel_hist,781,785,4,0,1439,0.035
366,dwc_ext.usp_ww_phone_tracker_fcst,781,784,3,2,1438,0.055
367,dwc_ext.usp_ww_phone_tracker_model_hist,434,437,3,0,1435,0.03
368,dwc_ext.usp_ww_phone_tracker_prelim_hist,434,437,3,2,1435,0.052
369,dwc_ext.usp_ww_phone_tracker_price_band_fcst,912,915,3,4,1439,0.031
370,dwc_ext.usp_ww_phone_tracker_segment_hist,518,521,3,4,1436,0.033
371,dwc_ext.usp_ww_services_ap_fcst,519,522,3,0,1436,0.056
372,dwc_ext.usp_ww_services_ap_foundation_hist,972,975,3,1,1437,0.032
373,dwc_ext.usp_ww_services_ap_industry_hist,915,918,3,2,1439,0.044
374,dwc_ext.usp_ww_smart_home_tracker_fcst,520,523,3,1,1436,0.04
375,dwc_ext.usp_ww_tablet_tracker_channel_fcst,915,918,3,4,1439,0.05
376,dwc_ext.usp_ww_tablet_tracker_channel_hist,434,437,3,3,1435,0.033
377,dwc_ext.usp_ww_tablet_tracker_detachable_channel_fcst,782,785,3,1,1438,0.055
378,dwc_ext.usp_ww_tablet_tracker_detachable_fcst,520,523,3,3,1436,0.035
379,dwc_ext.usp_ww_tablet_tracker_detachable_segment_fcst,435,438,3,3,1435,0.04
380,dwc_ext.usp_ww_tablet_tracker_period_channel_fcst,436,439,3,0,1435,0.055
381,dwc_ext.usp_ww_tablet_tracker_period_fcst,520,523,3,1,1436,0.054
382,dwc_ext.usp_ww_tablet_tracker_period_segment_fcst,638,642,4,0,1438,0.048
383,dwc_ext.usp_ww_tablet_tracker_screen_size_channel_fcst,640,643,3,4,1437,0.038
384,dwc_ext.usp_ww_tablet_tracker_screen_size_fcst,782,785,3,3,1438,0.037
385,dwc_ext.usp_ww_tablet_tracker_screen_size_segment_fcst,436,439,3,4,1435,0.035
386,dwc_ext.usp_ww_tablet_tracker_segment_fcst,915,918,3,0,1439,0.049
387,dwc_ext.usp_ww_tablet_tracker_segment_hist,640,643,3,0,1437,0.051
388,dwc_ext.usp_ww_tablet_tracker_segmentaddon_channel_fcst,520,523,3,2,1436,0.036
389,dwc_ext.usp_ww_tablet_tracker_segmentaddon_channel_hist,522,525,3,2,1436,0.058
390,dwc_ext.usp_ww_tablet_tracker_segmentaddon_fcst,641,644,3,1,1437,0.058
391,dwc_ext.usp_ww_tablet_tracker_segmentaddon_hist,642,646,4,4,1438,0.046
392,dwc_ext.usp_ww_tablet_tracker_segmentaddon_segment_fcst,915,918,3,4,1439,0.05
393,dwc_ext.usp_ww_tablet_tracker_segmentaddon_segment_hist,783,787,4,2,1439,0.051
394,dwc_fi.usp_backlog_master_fact,612,662,50,1,1438,0.044
395,dwc_fi.usp_base_ebr_master_fact_delta,1141,1143,2,3,1437,0.043
396,dwc_fi.usp_enterprise_and_public_sector_funding_high_lvl_data,1028,1029,1,1,1438,0.042
397,dwc_fi.usp_exp_backlog_to_mcmt,1131,1132,1,2,1439,0.037
398,dwc_fi.usp_fact_fi_pcsd_playbook_actual_dataset,1098,1101,3,4,1437,0.046
399,dwc_fi.usp_fact_fi_pcsd_playbook_adhoc_dataset,1139,1142,3,2,1438,0.041
400,dwc_fi.usp_fact_fi_pcsd_playbook_bpc_dataset,1107,1108,1,1,1436,0.046
401,dwc_fi.usp_fact_row_fi_meas_master_allocation,1142,1169,27,4,1439,0.057
402,dwc_fi.usp_fact_row_fi_meas_master_allocation_lgap,1171,1178,7,1,1439,0.052
403,dwc_fi.usp_fact_row_fi_meas_master_daily_delta_full,1169,1178,9,2,1435,0.059
404,dwc_fi.usp_fact_row_fi_meas_master_emea_specific_dummy_delta_full,1170,1176,6,1,1435,0.05
405,dwc_fi.usp_fact_row_fi_meas_master_self_update,327,336,9,3,1438,0.034
406,dwc_fi.usp_fact_row_fi_meas_master_service_upsell,671,679,8,3,1439,0.041
407,dwc_fi.usp_fact_row_fi_meas_master_to_ludp_delta_full,284,293,9,2,1436,0.049
408,dwc_fi.usp_fact_row_svc_upsell_master_delta,437,443,6,0,1438,0.042
409,dwc_fi.usp_fi_meas_actl_master_fact_prc_delta,806,808,2,4,1436,0.032
410,dwc_fi.usp_fi_meas_backlog_cc_dimension,784,785,1,4,1436,0.036
411,dwc_fi.usp_fin_meas_profit_performance_data_set,643,644,1,3,1435,0.048
412,dwc_fi.usp_fin_qtr_business_review_and_plan_of_record_data_set,302,310,8,4,1436,0.056
413,dwc_fi.usp_prc_fin_pnl_statement_sum_with_full_pti_fact_detal,643,644,1,1,1435,0.048
414,dwc_fi.usp_prc_new_ebr_sti_master_fact_delta,1029,1031,2,3,1439,0.052
415,dwc_fi.usp_prc_svc_upsell_booking_master_fact,522,524,2,4,1435,0.032
416,dwc_fi.usp_pscd_fin_meas_playbook_data_set,644,646,2,2,1436,0.031
417,dwc_fi.usp_row_fi_meas_pca_allo_fact,388,394,6,4,1437,0.055
418,dwc_fi.usp_row_fi_meas_pca_cons_fact_delta_full,1078,1088,10,2,1437,0.04
419,dwc_fi.usp_sw_detail_master_fact,1176,1180,4,4,1439,0.046
420,dwc_fi.usp_swr_master_fact,1159,1171,12,1,1437,0.051
421,dwc_ms.usp_acnt_crm_dwc,1104,1105,1,0,1436,0.038
422,dwc_ms.usp_acnt_cross_reference_dwc,1029,1030,1,4,1438,0.048
423,dwc_ms.usp_acnt_dwc,1098,1104,6,1,1439,0.033
424,dwc_ms.usp_acnt_hier_dwc,830,834,4,1,1435,0.046
425,dwc_ms.usp_bms_ww_chnl_inv_detail,523,528,5,4,1438,0.044
426,dwc_ms.usp_csdc_chnl_inv,1244,1245,1,3,1438,0.054
427,dwc_ms.usp_csdc_chnl_inv_bu_level6,1029,1030,1,0,1438,0.035
428,dwc_ms.usp_csdc_chnl_inv_im,1042,1044,2,0,1437,0.05
429,dwc_ms.usp_csdc_chnl_inv_match_customer4,1242,1243,1,2,1438,0.031
430,dwc_ms.usp_csdc_chnl_inv_region_flag,1132,1133,1,0,1439,0.055
431,dwc_ms.usp_csdc_chnl_inv_report_method,1243,1244,1,0,1438,0.056
432,dwc_ms.usp_csdc_inv_age,1030,1031,1,2,1438,0.046
433,dwc_ms.usp_csdc_inv_age_im,1206,1207,1,2,1437,0.046
434,dwc_ms.usp_csdc_sti_bu_lvl6_dwc,1132,1133,1,1,1439,0.059
435,dwc_ms.usp_csdc_sti_bypn_agency,1254,1255,1,3,1438,0.054
436,dwc_ms.usp_csdc_sti_bypn_customer,1252,1253,1,4,1439,0.058
437,dwc_ms.usp_csdc_sti_bypn_full,1255,1256,1,0,1437,0.056
438,dwc_ms.usp_csdc_sti_bypn_match_report_method,1238,1239,1,0,1435,0.041
439,dwc_ms.usp_csdc_sti_bypn_update_rtm,1042,1043,1,3,1436,0.058
440,dwc_ms.usp_csdc_sti_jd_lock,1253,1254,1,1,1439,0.04
441,dwc_ms.usp_csdc_sti_pn_increment,1072,1073,1,4,1437,0.052
442,dwc_ms.usp_csdc_sti_update_pn_dwc,784,785,1,0,1436,0.035
443,dwc_ms.usp_csdc_stock_adj,1240,1241,1,4,1435,0.041
444,dwc_ms.usp_csdc_stock_adj_bu_level6,1231,1232,1,3,1436,0.057
445,dwc_ms.usp_csdc_stock_adj_im,1232,1233,1,2,1436,0.052
446,dwc_ms.usp_csdc_stock_adj_match_customer4,1239,1240,1,2,1435,0.059
447,dwc_ms.usp_csdc_stock_adj_patner_lock,785,786,1,1,1436,0.053
448,dwc_ms.usp_csdc_stock_adj_region_flag,644,645,1,0,1435,0.041
449,dwc_ms.usp_employee_territory_acnt,1036,1045,9,1,1435,0.038
450,dwc_ms.usp_exp_acnt_dwc,785,786,1,0,1436,0.057
451,dwc_ms.usp_fgi_lecoo_ms_inventory,353,362,9,1,1439,0.05
452,dwc_ms.usp_prc_csdc_activation,1287,1288,1,4,1435,0.032
453,dwc_ms.usp_prc_csdc_ssdc_activation_im,1270,1287,17,0,1438,0.053
454,dwc_ms.usp_prc_fiscal_week,1030,1031,1,2,1438,0.055
455,dwc_ms.usp_prc_operation_billing,1030,1032,2,3,1439,0.033
456,dwc_ms.usp_prc_ssdc_activation_im,1220,1230,10,3,1439,0.036
457,dwc_ms.usp_prc_ssdc_activation_im_old,207,222,15,0,1437,0.038
458,dwc_ms.usp_sell_in_kpi_dwc_sci_update_his,1181,1220,39,3,1437,0.033
459,dwc_ms.usp_so_dwc,1141,1142,1,0,1439,0.036
460,dwc_ms.usp_ssdc_chnl_manual_inv_age,1228,1229,1,2,1436,0.03
461,dwc_ms.usp_ssdc_fgi_dwc,1243,1247,4,0,1436,0.031
462,dwc_ms.usp_ssdc_inv_adj_detail,1250,1252,2,3,1439,0.056
463,dwc_ms.usp_ssdc_jd_data_handle,1220,1239,19,1,1437,0.049
464,dwc_ms.usp_ssdc_sec_data_handle,1239,1242,3,0,1436,0.042
465,dwc_ms.usp_ssdc_sec_data_result_table,1247,1248,1,4,1436,0.042
466,dwc_ms.usp_ssdc_sti_bysn_adjust,785,786,1,0,1436,0.055
467,dwc_ms.usp_ssdc_sti_bysn_core_lbl,284,294,10,2,1437,0.051
468,dwc_ms.usp_ssdc_sti_bysn_core_main,90,122,32,4,1437,0.059
469,dwc_ms.usp_ssdc_sti_bysn_core_merge,523,528,5,2,1438,0.037
470,dwc_ms.usp_ssdc_sti_bysn_core_model,232,247,15,0,1439,0.047
471,dwc_ms.usp_ssdc_sti_bysn_core_pool,355,363,8,3,1438,0.03
472,dwc_ms.usp_ssdc_sti_bysn_init,644,646,2,2,1436,0.049
473,dwc_ms.usp_ssdc_sti_bysn_jd,28,80,52,3,1436,0.047
474,dwc_ms.usp_ssdc_sti_bysn_jd_byday,0,45,45,0,1436,0.058
475,dwc_ms.usp_ssdc_sti_bysn_jd_init,286,295,9,2,1436,0.033
476,dwc_ms.usp_ssdc_sti_bysn_jd_init_history,785,786,1,3,1436,0.038
477,dwc_ms.usp_ssdc_sti_bysn_jd_prepare,786,787,1,1,1436,0.043
478,dwc_ms.usp_ssdc_sti_bysn_jd_sku,523,527,4,3,1437,0.033
479,dwc_ms.usp_ssdc_sti_bysn_job_on05,644,646,2,2,1436,0.038
480,dwc_ms.usp_ssdc_sti_bysn_job_on06,17,132,115,1,1438,0.051
481,dwc_ms.usp_ssdc_sti_bysn_job_on15,1252,1423,171,4,1435,0.053
482,dwc_ms.usp_ssdc_sti_bysn_job_on15_01,1132,1133,1,3,1439,0.046
483,dwc_ms.usp_ssdc_sti_bysn_std,645,647,2,2,1436,0.051
484,dwc_ms.usp_ssdc_wide_table_dimension_splicing,1240,1243,3,3,1439,0.049
485,dwc_ms.usp_svc_prc_rel_opportunity,786,787,1,3,1436,0.05
486,dwc_ms.usp_usp_sell_in_kpi_dwc_codata,1133,1134,1,4,1439,0.043
487,dwc_prd.usp_product_master,523,525,2,1,1435,0.053
488,dwc_sc.usp_acc_box_commit,786,790,4,3,1439,0.057
489,dwc_sc.usp_acc_parts_inv_aging,1031,1032,1,1,1438,0.057
490,dwc_sc.usp_ca_projection,893,895,2,4,1435,0.032
491,dwc_sc.usp_deliv_accuracy,610,615,5,1,1435,0.036
492,dwc_sc.usp_deliv_serial_no,1133,1134,1,0,1439,0.052
493,dwc_sc.usp_dim_product,915,916,1,4,1437,0.037
494,dwc_sc.usp_finish_goods_shpmt,916,918,2,2,1438,0.054
495,dwc_sc.usp_inv,524,526,2,3,1435,0.042
496,dwc_sc.usp_long_term_fcst,918,919,1,0,1437,0.058
497,dwc_sc.usp_material_master,1014,1016,2,0,1438,0.058
498,dwc_sc.usp_mbg_bkt_master,646,647,1,4,1435,0.05
499,dwc_sc.usp_mbg_ctb,897,898,1,4,1436,0.038
500,dwc_sc.usp_mbg_fgi_aging,1133,1134,1,4,1439,0.048
501,dwc_sc.usp_mbg_geo_dim,786,787,1,3,1436,0.038
502,dwc_sc.usp_mbg_offset_ctb,1014,1015,1,3,1436,0.04
503,dwc_sc.usp_mbg_offset_one_plan,1133,1134,1,2,1439,0.034
504,dwc_sc.usp_mbg_offset_parts_ctb,327,333,6,1,1435,0.049
505,dwc_sc.usp_mbg_offset_parts_one_plan,247,259,12,2,1437,0.045
506,dwc_sc.usp_mbg_offset_parts_pdp,437,441,4,3,1436,0.049
507,dwc_sc.usp_mbg_offset_pdp,1134,1135,1,4,1439,0.039
508,dwc_sc.usp_mbg_one_plan,787,788,1,4,1436,0.04
509,dwc_sc.usp_mbg_parts_inv_aging,1014,1018,4,4,1436,0.05
510,dwc_sc.usp_mbg_parts_supply,1031,1033,2,0,1439,0.041
511,dwc_sc.usp_mbg_pdp,1032,1033,1,1,1438,0.049
512,dwc_sc.usp_mfg_order_close_rate,646,649,3,4,1437,0.05
513,dwc_sc.usp_on_time_deliv,329,343,14,4,1435,0.039
514,dwc_sc.usp_parts_inv,1032,1033,1,3,1438,0.039
515,dwc_sc.usp_pcg_box_commit,1134,1135,1,4,1439,0.05
516,dwc_sc.usp_pcg_geo_gross_fcst,1032,1034,2,2,1439,0.048
517,dwc_sc.usp_pcg_parts_inv_aging,918,920,2,2,1438,0.047
518,dwc_sc.usp_pcg_prc_inhouse_inv_aging,304,313,9,0,1435,0.048
519,dwc_sc.usp_pcg_prc_vendor_mgmt_inv_aging,918,921,3,2,1439,0.033
520,dwc_sc.usp_pcsd_backlog_01,756,761,5,0,1437,0.037
521,dwc_sc.usp_pcsd_backlog_02,893,898,5,0,1439,0.035
522,dwc_sc.usp_pcsd_backlog_sum,787,789,2,4,1437,0.05
523,dwc_sc.usp_pcsd_fgi_aging,1014,1021,7,4,1438,0.054
524,dwc_sc.usp_pcsd_order_detail_weekly,437,441,4,4,1436,0.037
525,dwc_sc.usp_pcsd_prc_backlog,893,900,7,3,1439,0.059
526,dwc_sc.usp_pcsd_prc_commercial_supply_sum,894,895,1,2,1435,0.052
527,dwc_sc.usp_pcsd_prc_cons_and_smb_dc_fgi_sum,1120,1121,1,3,1438,0.051
528,dwc_sc.usp_planned_ship_dt_history,1019,1024,5,2,1436,0.036
529,dwc_sc.usp_po,1017,1019,2,1,1435,0.051
530,dwc_sc.usp_po_gr,919,922,3,4,1439,0.047
531,dwc_sc.usp_prc_serial_no,1134,1135,1,1,1439,0.036
532,dwc_sc.usp_prc_shippable_qty,1047,1052,5,4,1436,0.056
533,dwc_sc.usp_prc_shpmt_and_shippable_qty,1134,1135,1,4,1439,0.051
534,dwc_sc.usp_prep_inv_gl_parts,919,920,1,0,1437,0.047
535,dwc_sc.usp_prep_sc_manufacture_wip_mo,1135,1136,1,1,1439,0.052
536,dwc_sc.usp_replenish,1033,1034,1,3,1438,0.035
537,dwc_sc.usp_site_dim,895,896,1,0,1435,0.038
538,dwc_sc.usp_source_site_mapping,1135,1136,1,1,1439,0.034
539,dwc_sc.usp_zbw_inv_gl_fgi,797,798,1,1,1436,0.046
540,dwc_srv.usp_booking_chnl_flg_information_determ,935,945,10,1,1436,0.045
541,dwc_srv.usp_con_svc_chnl_flg_information_determ,1078,1086,8,3,1437,0.058
542,dwc_srv.usp_con_svc_stb_registration_detail_dwc,1047,1049,2,1,1435,0.034
543,dwc_srv.usp_prc_svc_upsell_booking_master_fact_dwc_rel,247,261,14,0,1439,0.052
544,dwc_srv.usp_prc_svc_upsell_booking_master_fact_dwc_smb,525,530,5,0,1438,0.052
545,dwc_srv_ww.usp_svc_booking_simulation,1230,1245,15,1,1435,0.039
546,dwc_srv_ww.usp_svc_booking_simulation_backlog,1158,1171,13,0,1436,0.046
547,dwc_srv_ww.usp_svc_booking_simulation_billed,1224,1230,6,1,1438,0.057
548,dwc_srv_ww.usp_svc_booking_simulation_shipped,1033,1034,1,3,1438,0.035
549,dwc_srv_ww.usp_t_pcsd_backlog_st,1080,1084,4,2,1439,0.057
550,dwd_corp.usp_country,920,921,1,2,1437,0.05
551,dwd_corp.usp_dist_chnl,1033,1034,1,3,1438,0.051
552,dwd_corp.usp_div,787,788,1,1,1436,0.059
553,dwd_corp.usp_isg_china_lenovo_area_mapping,647,648,1,0,1435,0.048
554,dwd_corp.usp_isg_china_manage_region_and_lenovo_region_mapping,1034,1035,1,4,1438,0.054
555,dwd_corp.usp_iso_country,647,648,1,1,1435,0.044
556,dwd_corp.usp_iso_curr,920,921,1,3,1437,0.036
557,dwd_corp.usp_lenovo_employee,1034,1036,2,2,1439,0.056
558,dwd_corp.usp_lenovo_sales_office,921,922,1,2,1437,0.046
559,dwd_corp.usp_lenovo_sales_org,1135,1136,1,0,1439,0.049
560,dwd_corp.usp_prc_area_mapping,1034,1035,1,3,1438,0.04
561,dwd_corp.usp_prc_combat_unit,921,922,1,2,1437,0.053
562,dwd_corp.usp_prc_county_combat_unit_mapping,787,788,1,2,1436,0.039
563,dwd_corp.usp_prc_fight_region,922,923,1,1,1437,0.031
564,dwd_corp.usp_prc_manage_region,1136,1137,1,2,1439,0.034
565,dwd_corp.usp_prc_province_fight_region_mapping,647,648,1,3,1435,0.047
566,dwd_corp.usp_prc_province_sales_region_mapping,648,649,1,2,1435,0.044
567,dwd_corp.usp_prc_region,788,789,1,3,1436,0.056
568,dwd_corp.usp_prc_store,922,923,1,1,1437,0.057
569,dwd_corp.usp_province,1034,1035,1,2,1438,0.046
570,dwd_corp.usp_ref_isg_china_region_lenovo_leader_mapping,922,923,1,0,1437,0.032
571,dwd_corp.usp_sales_geo_hier,1035,1036,1,0,1438,0.03
572,dwd_corp.usp_units_of_meas,788,789,1,4,1436,0.058
573,dwd_fi.usp_acct_doc_type,1035,1036,1,3,1438,0.046
574,dwd_fi.usp_bpc_acnt,648,650,2,0,1436,0.053
575,dwd_fi.usp_bpc_case,1205,1206,1,4,1439,0.036
576,dwd_fi.usp_bpc_chnl,800,801,1,2,1435,0.042
577,dwd_fi.usp_bpc_cust,596,598,2,4,1435,0.055
578,dwd_fi.usp_bpc_geo,1000,1002,2,3,1436,0.054
579,dwd_fi.usp_bpc_layer,922,924,2,4,1438,0.05
580,dwd_fi.usp_bpc_product,1108,1110,2,1,1438,0.048
581,dwd_fi.usp_bpc_svc_meas,1035,1037,2,4,1439,0.033
582,dwd_fi.usp_bpc_time,923,924,1,4,1437,0.042
583,dwd_fi.usp_bpc_wwmeas,924,926,2,0,1438,0.056
584,dwd_fi.usp_bpc_wwmeas_for_sci,788,789,1,3,1436,0.037
585,dwd_fi.usp_chart_of_acnt,924,925,1,0,1437,0.043
586,dwd_fi.usp_combine_billing_condition_delta_full,789,793,4,4,1439,0.043
587,dwd_fi.usp_combine_billing_hdr_delta_full,648,651,3,2,1437,0.044
588,dwd_fi.usp_combine_billing_item_delta_full,439,445,6,4,1438,0.056
589,dwd_fi.usp_controlling_area,789,790,1,2,1436,0.042
590,dwd_fi.usp_cost_center,1070,1072,2,4,1438,0.033
591,dwd_fi.usp_curr,649,650,1,0,1435,0.034
592,dwd_fi.usp_dim_fi_pcsd_playbook_seg,1136,1137,1,4,1439,0.057
593,dwd_fi.usp_dim_fi_pcsd_product,1108,1109,1,3,1437,0.045
594,dwd_fi.usp_dim_fi_pcsd_product_ind,1035,1036,1,0,1438,0.038
595,dwd_fi.usp_dim_fi_pcsd_seg,924,925,1,2,1437,0.037
596,dwd_fi.usp_exrt,924,926,2,3,1438,0.044
597,dwd_fi.usp_fact_fi_actl_pnl_data_set,439,446,7,2,1439,0.056
598,dwd_fi.usp_fact_fi_playbook_ssg_dataset,925,926,1,2,1437,0.055
599,dwd_fi.usp_fi_acct_doc_delta_full,390,395,5,2,1436,0.031
600,dwd_fi.usp_fi_acct_doc_hdr_delta_full,649,652,3,4,1437,0.046
601,dwd_fi.usp_fi_meas_daily_transaction_tmc_projection_base_talend_to_mcmt_delta_full,789,790,1,2,1436,0.042
602,dwd_fi.usp_fi_meas_daily_transaction_tmc_projection_base_to_mcmt_sdms_delta_full,789,790,1,4,1436,0.058
603,dwd_fi.usp_fi_meas_pca_detail_fact_delta_full,1071,1078,7,1,1439,0.044
604,dwd_fi.usp_fi_pcsd_bpc_dataset_series,790,791,1,4,1436,0.047
605,dwd_fi.usp_fi_pcsd_prd_series,1111,1112,1,0,1438,0.051
606,dwd_fi.usp_fi_qbr_product_det,1107,1108,1,2,1436,0.054
607,dwd_fi.usp_finance_pcsd_playbook_fctot_case,1136,1137,1,0,1439,0.047
608,dwd_fi.usp_finance_pcsd_product,1108,1109,1,2,1438,0.05
609,dwd_fi.usp_function_area,650,651,1,3,1435,0.057
610,dwd_fi.usp_isg_prc_billing,1071,1074,3,2,1438,0.048
611,dwd_fi.usp_isg_product_segment,808,812,4,0,1438,0.046
612,dwd_fi.usp_isg_seg_performance_order_loads_detail,790,791,1,1,1436,0.03
613,dwd_fi.usp_lenovo_company,1036,1037,1,2,1438,0.04
614,dwd_fi.usp_lsump_svc_upsell_cost_by_wo_delta,525,527,2,3,1435,0.042
615,dwd_fi.usp_movement_type,1137,1138,1,4,1439,0.037
616,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_ap_ps,1137,1138,1,1,1439,0.034
617,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_bia,1073,1077,4,4,1436,0.033
618,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_bmc_allocation,233,247,14,2,1438,0.042
619,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_delta_full,926,929,3,0,1439,0.056
620,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_emea_ps,926,927,1,4,1437,0.058
621,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_gaap,318,326,8,4,1435,0.044
622,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_na_chromebook,1036,1038,2,1,1439,0.058
623,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_na_topseller,758,762,4,2,1437,0.041
624,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_reset_dummy,790,791,1,3,1436,0.054
625,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_revenue_allocation,441,445,4,0,1436,0.037
626,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_software_split,1036,1037,1,0,1438,0.036
627,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_software_topseller,149,169,20,2,1438,0.043
